speaker,text,transcripts-id
Samya Roy," Then, apart from my thing I will also like to point out the darkest where I have been writing in English.",20210528-140017
Samya Roy," i've been reading literature, for the past five years since I was in school where I continue to experiment with it and stuff after.",20210528-140017
Samya Roy," After like a few hours, we will have right was within our lesson, where, if you join I will talk more about it and Elsa, but I have been trying to create the near.",20210528-140017
Samya Roy," Future collection, so that is also an important source, where you can identify how things are working out and if you have been in the draft.",20210528-140017
Samya Roy," exhibit just before this you might have had some pointers there as well, okay now coming to the very end, I won't take much time on any more time.",20210528-140017
Samya Roy," So the possibilities, is where we can go further now.",20210528-140017
Samya Roy," I talked about electronic India right so in terms of India, the group which exists in what's up at this point.",20210528-140017
Samya Roy, But because our country is going to start a humanitarian crisis we're using the group to collect resources and help each other out need to collect oxygen out of the hospital beds.,20210528-140017
Samya Roy," Because he has academic is important, but it is even more important for people to be alive yeah my videos are given and I will be love to talk anytime so yeah Thank you so much.",20210528-140017
Anne Karhio," Thank you very much, semi, and so we will go with the usual system will go one paper or presentation after another and then we'll have a conversation afterwards.",20210528-140017
Anne Karhio," So our next speaker is susie cronin, who is a scholar of eloquent literature, based in Cork Ireland at the moment it's such an interesting situation where you never know where people actually are their institutional affiliations and where people are from, and then there are.",20210528-140017
Anne Karhio," places where they happened to be at the moment, so.",20210528-140017
Anne Karhio," yeah wonderful, but also disorienting.",20210528-140017
susiecronin," For me, and you and I are not so far from each.",20210528-140017
susiecronin, lovely but it feels like you know you could be in any time zone or anywhere.,20210528-140017
Anne Karhio," Anyway, go ahead Susan.",20210528-140017
susiecronin, Thanks so much and so i'll just preface my discussion by saying that i'm not actually affiliated with an institution at the moment and i'm not researching full time but I did come across and i'm going to start sharing my screen and probably quite clumsy Lisa and.,20210528-140017
susiecronin," Share screen so i'm currently looking at migrant narratives and the ways in which these sort of contribute to, and let me just find the button, because I live on faces are over present and.",20210528-140017
susiecronin, I shouldn't try and speak and coordinate myself at the same time can everyone see my screen.,20210528-140017
susiecronin, Perfect cool Thank you so much.,20210528-140017
susiecronin, um yes okay so i'm currently looking at the way in which online communities are formed and the way in which the iterations of Community then have sort of repercussions for understanding of.,20210528-140017
susiecronin," Mobility and privilege and travel in the present so as part of that sort of interest strand, this is something that I developed following.",20210528-140017
susiecronin," Reading the IOM world migration report in 2020 and to see that migrate narratives have been rendered in expressive digital forms, so that is to say.",20210528-140017
susiecronin," narrative forums that operate for the purpose of storytelling so we have instances of Apps, such as the Italian up working, which is a slightly game of fired up that is designed to allow migrants to.",20210528-140017
susiecronin," navigate the job market in Europe, but I think the two Apps that I look at here survival and very me my love both produced in 2017 are interesting for this kind of purity of.",20210528-140017
susiecronin, em storytelling intention and the idea that they're purely for narrative purposes and they're both gamma Phi to they're both sort of designed in such a way that they are.,20210528-140017
susiecronin, Engaging user interactivity and they use the game form but in sort of a non traditional way as i'll explore here.,20210528-140017
susiecronin," And so, because of the shortness of the discussion i'm just going to cherry pick some of the points and I was skeptical initially when I read this was my presentation on moving sorry.",20210528-140017
susiecronin, him.,20210528-140017
susiecronin," There we go now apologies, so I was skeptical initially about this idea of the serious game in inverted commas so that's how survival presents itself on its Google APP store homepage and then I found the concept of retirees and.",20210528-140017
susiecronin," persuasive game useful here, so the persuasive game is that is designated as an art practice or a piece of instructive art, more so than a sort of marketable product designed as an enjoyable distraction from the real world.",20210528-140017
susiecronin," And, and so really emphasizes the particular aptitude of the persuasive game forum for dealing with political themes such as Labor migrants and war.",20210528-140017
susiecronin, And so I found this quite a constructor sort of avenue to look at some of the problematic surrounding categorizing this kind of material.,20210528-140017
susiecronin," And I looked also at the way in which empathy is generated and we want kind of have time to look into other platforms, such as instagram, for example, but I think it's interesting to look at the capacity.",20210528-140017
susiecronin," of migrant centered content and content created and by and four people on the move, as a force that can sort of regenerate and refresh and.",20210528-140017
susiecronin," contribute positively to our perception of what migrant experience is, and I think, as has arisen in sort of previous discussions in different panels.",20210528-140017
susiecronin," The mobile phone kind of keeps arising as one of the most democratic sort of platforms for and the sharing of digital narrative, so I think this fact that both.",20210528-140017
susiecronin," Of the narratives I explore here are published on phone Apps is really powerful in the sense that it creates this kind of as even as possible access, and let me see.",20210528-140017
susiecronin," So i'll skip forward a little bit because i'm conscious of time, this is the homepage of survival, so it shows the sort of six thumbnails that and.",20210528-140017
susiecronin," describe the six and levels, I was gonna say chapters i've kind of internalize the narrative too much so survival is an APP that's held.",20210528-140017
susiecronin, In landscape rotation on the phone so it's kind of read the lens of this kind of game boy.,20210528-140017
susiecronin, format and the gamification does mean that the APP simplifies somewhat the kind of characterization and other aspects of sort of narrative development and so its capacity to generate empathy is kind of surrendered a little bit to.,20210528-140017
susiecronin," fitting in with the game for them, and I think that's part of the fact that it's generated as a collaborative project that I believe did not receive so much funding.",20210528-140017
susiecronin, But they've done very well in order to create a piece that raises awareness that's freely available and that represents what can be done.,20210528-140017
susiecronin," When sort of migrant communities and locals in inverted commas, because I think that term is also quite a strangely towards realizing and work together in order to create something that allows people to navigate.",20210528-140017
susiecronin, And I think it was altered in some of the reviews for its simplicity and I think in some ways the way in which it's set up as a game.,20210528-140017
susiecronin," has caused issues with some users were one of the user of using the Google play store reads I like it, but why does the boat level have to take so long.",20210528-140017
susiecronin, So I think the empathy is blocked somewhat by the extent to which the game is created as a game in which the goal is to move through things sort of seamlessly.,20210528-140017
susiecronin," And i'm conscious of time i'm probably a exploiting the time limit, a little bit so do stop me please, and if.",20210528-140017
susiecronin, i'm going over a very me my love is a much more sort of developed project in the sense that there are multiple sort of.,20210528-140017
susiecronin," organizations involved, so the pixel hunt are de France and fakes and it's inexpensive it's not free to download it's also available on the APP store.",20210528-140017
susiecronin, And you have a sense of the aesthetics from this.,20210528-140017
susiecronin," and part of the advertisement for Barry my love characterization is much more developed it takes the form of instant messaging between nor, who is a migrant woman from Syria undertaking.",20210528-140017
susiecronin," A sort of clandestine journey and to Turkey, there are a number of different sort of strands of the narrative so depending on.",20210528-140017
susiecronin, How you choose to respond you normally have two options so you're you as the user are interacting as magic was no noise husband in the narrative.,20210528-140017
susiecronin," And the tone is very sort of ludic, so I think the title very me my love comes across as a little bit alarming to a non Arabic speaker but it's sort of colloquialism that is quite a commonplace way of saying goodbye.",20210528-140017
susiecronin," So I think, and then by contrast to this kind of quite large title and the actual vernacular of the narrative itself is quite playful and, in some ways, quite American, so there is a little sense and.",20210528-140017
susiecronin," that we need to probe here as well, to what degree, words are being placed in the characters mode what's being lost or gained in translation, but that's a whole nother.",20210528-140017
susiecronin, Discussion for someone with a bit more Arabic proficiency so the narrative and twins itself in the temporary.,20210528-140017
susiecronin," of instant messaging the absence push notification to the user, the way in which the user has to experience delays sort of then parallel.",20210528-140017
susiecronin, The way in which measured has to wait on updates from newer there's a degree of uncertainty and suspense experienced from these delays.,20210528-140017
susiecronin, And so I think this does work really effectively in order to generate sort of a sense of empathy with someone in the position of being separated from a loved one who's undertaking.,20210528-140017
susiecronin, A migratory trajectory.,20210528-140017
susiecronin," And there is also a lot of discussion of the kinds of issues that are encountered, am I doing okay for time to have.",20210528-140017
susiecronin, yeah I think it runs just being kind I think i'm probably running over.,20210528-140017
susiecronin, So neuro occasionally cuts the conversation short wary of issues such as low battery and so there is this kind of paralleling of the user with magic who's based.,20210528-140017
susiecronin," At their home, he has the stability, where he's not sort of.",20210528-140017
susiecronin," and subjected to the same kind of restrictions margin is also sort of freely able to browse information so, for instance you'll hear from Norway she's in Croatian she sees a huge demonstration or a blockage.",20210528-140017
susiecronin," And, from my perspective, he is the one who's able to browse for con for news content or updates and that might give him some context as to why that is, and so you can feel noise kind of.",20210528-140017
susiecronin, apprehension and the restrictions on her in terms of not allowing her phone battery to die because she's never quite sure.,20210528-140017
susiecronin," How much is left, so there is a very real sense of sort of urgency and also limitation here, and I think these delays really generate investment in the narrative for any user that is sort of.",20210528-140017
susiecronin," earnestly engaging with the narrative I think there is a really successful sort of sense of investment, and I think.",20210528-140017
susiecronin, The way in which the push notifications are sent to the user's phone mean that they're sort of accorded.,20210528-140017
susiecronin," Attention there's a decision actively been taken, each time in this attention economy, whereby this narrative deserves attention this narrative deserves sort of investment on the part of the user.",20210528-140017
susiecronin," i'll skip ahead, just to my concluding remarks because I think I should sort of start to wrap up.",20210528-140017
susiecronin, And then again i've mentioned this before the phone is an intersection between practicality and entertainment urgency and destruction.,20210528-140017
susiecronin," And it kind of operators quite a democratic platform choice, so I think the mobile APP narrative has a huge amount of potential for narratives in terms of diffusing widely and diffusing in a democratic way.",20210528-140017
susiecronin, A return to the persuasive game notion will no doubt pro fruitful in gaining a fuller understanding of the game form beyond lunatics.,20210528-140017
susiecronin," And operating more intentionally as a catalyst for change, and I look as well in the paper at games for change an organization that looks.",20210528-140017
susiecronin, At specifically grouping together or sort of indexing games that have a social context or social justice sort of context and intention and.,20210528-140017
susiecronin," Finally, to small things i'm wondering whether and this might be very reductive for scholars with more sort of proficiency in video game studies.",20210528-140017
susiecronin, But whether the persuasive game inverts the traditionally held perception of video games form as rooted in fantastical escapism and instead engages the player and urgent immersion and confrontation with real world issues.,20210528-140017
susiecronin, And that's sort of an open ended question that will just sort of feed into further probing of this persuasive game idea in relation to not only migrant narratives but also LGBT Q sort of narratives and the scope of.,20210528-140017
susiecronin," The video game as a mode of exploring empathy and understanding Community building and Community solidarity here and, finally, looking at.",20210528-140017
susiecronin, The title of this panel platform possibilities and beyond i'm interested in the way in which migrant narrative can capture and express.,20210528-140017
susiecronin," And itself, the way in which migrants can use social media platforms to re Center the dialogue that often is kind of appropriated by journalism and is often sort of em.",20210528-140017
susiecronin," prescriptive in the sense that m news platforms will often dictate what kind of content, they want to use in order to mobilize a particular vision of migrants, so I think this kind of capacity for.",20210528-140017
susiecronin, Migrants to.,20210528-140017
susiecronin, Re Center themselves.,20210528-140017
susiecronin," within their own narratives is something that represents quite a powerful potential, and I think it's quite exciting to see this appearing in the realm of digital literature as we kind of talked more and more about.",20210528-140017
susiecronin," equality of representation and looking at communities worldwide engaging in digital points, so thank you so much for listening.",20210528-140017
susiecronin, I kind of skipped over the last slides apologies and please do reach out to me i'd love to chat more and i'm looking forward to the questions and thank you for letting me ramble on for quite such a long time i'll stop screen sharing.,20210528-140017
Anne Karhio, Thanks very much susie i'm.,20210528-140017
Anne Karhio," fairly well on time with with questions as well, so we should be okay just a warning because my I keep getting warnings that my connection is unstable and my screen freezes a little bit every now and then so i'm not planning to disappear, but if.",20210528-140017
Anne Karhio," I drop a line for a second so don't be alarmed, I will be back as soon as possible.",20210528-140017
Anne Karhio, Great thanks to the and we have one more speaker in this panel and that's Julian Hannah and.,20210528-140017
Anne Karhio," assistant professor in tilburg University in the Netherlands at the moment, if I.",20210528-140017
Anne Karhio, crack it and yeah go ahead and we'll have a conversation and questions afterwards.,20210528-140017
Julian Hanna, Thanks i'll just share my.,20210528-140017
Julian Hanna, screen here.,20210528-140017
Julian Hanna, how's that can you see that okay.,20210528-140017
Julian Hanna, Can you hear me and see everything and everything's good okay good so as you can see my papers called pandemic and protest revolution and reflection and it's about the online manifesto from the past.,20210528-140017
Julian Hanna, 14 or 15 months basically as you'll see I kind of stuck to the brief of the pandemic timeline pretty closely.,20210528-140017
Julian Hanna," So i'll start by saying I hope this finds you well in a way that we've gotten used to say, this is just a glimpse of the full version, obviously.",20210528-140017
Julian Hanna, Just kind of starting from this point of view of.,20210528-140017
Julian Hanna, Taking the manifesto as the kind of genre of the avant garde.,20210528-140017
Julian Hanna, And it also kind of is reflecting and often encouraging crisis points and upheaval in politics and society in the arts.,20210528-140017
Julian Hanna," there's been a lot of great scholarship on the manifesto, but most of it was written before 2008 so it's starting to get it's you know just in social media was getting started so it's it's getting.",20210528-140017
Julian Hanna," slightly out of date and that's the kind of gap i'm trying to fill, but in this case i'm just starting i'm just focusing really on the pandemic period.",20210528-140017
Julian Hanna, So this was strange timing.,20210528-140017
Julian Hanna," I think manifestos definitely thrive in years, like the one we've just had the times of uncertainty and promise as well.",20210528-140017
Julian Hanna," I wrote about some of these themes in the manifesto handbook there on the left, which came out in February, on the eve of the pandemic and then the very next month briana files excellent anthology burn it down feminist manifestos for the revolution was published by verse so.",20210528-140017
Julian Hanna," So, neither of us got a book tour.",20210528-140017
Julian Hanna, As far as states in your introduction we've returned again to a period of cultural reckoning people who wants to on the sideline to jumping into the fray.,20210528-140017
Julian Hanna," And through mainstream social media platforms, as well as niche and alternative online spaces, the manifesto is we claimed its function as a primary marker of history, but whether analog or digital manifest has always been.",20210528-140017
Julian Hanna," Serving very diverse movements and ends, so I started collecting manifestos even more than usual at the beginning of the pandemic and I was keeping a sort of hybrid pandemic protest manifester diary.",20210528-140017
Julian Hanna, And so the paper is divided chronologically and moves through the four seasons or five seasons beginning and ending in spring.,20210528-140017
Julian Hanna, It was the year of reflection and re evaluation.,20210528-140017
Julian Hanna," In the spring of 2020 followed by accident upheaval in the summer, followed by frustration and promises of change in the autumn, followed by reaction and acceleration into near collapse in the winter you remember.",20210528-140017
Julian Hanna," followed by mounting fatigue delirium and, finally, some hope for the future, with the arrival of spring and vaccinations.",20210528-140017
Julian Hanna," So, to start with spring if there's one manifesto that's emblematic of the tone of spring 2020, it must be the South Korean team manifesto launched from the website stay the Fuck home.",20210528-140017
Julian Hanna, The blend in practical Open Source manifesto describes itself as a set of loose guidelines for people who wish to join the movement and take action that can actually make a difference.,20210528-140017
Julian Hanna," and other high profile manifested from March, this time, focusing on actions for bringing about a different post pandemic world was published by Bruno latour who has been mentioned in some of the panels.",20210528-140017
Julian Hanna," It takes the form of a questionnaire, although there's still some kind of combative manifesto rhetoric in there, for example, he says, now is the time for the annual stuck take when common sense.",20210528-140017
Julian Hanna," asks us to start production up again as quickly as possible, we have to shout back Absolutely not.",20210528-140017
Julian Hanna, seizing the opportunity for change at the outset of the pandemic latour asks what are some suspended activities that you would like to see not coming back.,20210528-140017
Julian Hanna," In the arts lockdown conditions in the first place, prompted an accompanying wave of manifestos so there were, for example, he FLEX magazines letters.",20210528-140017
Julian Hanna," Against separation three and magazines 3am and lockdown series, and many others, some to provide a space for conversations that were no longer taking place in person.",20210528-140017
Julian Hanna," And another another level, they kind of became this kind of space for larger conversations about art or writing in general and how we create and how we live and how we want to live.",20210528-140017
Julian Hanna," Going into the summer, suddenly, as we all saw in the news and many of us witnessed in the streets.",20210528-140017
Julian Hanna," another type of manifesto and manifestation was dominating headlines, so the depth of George floyd a year ago this week.",20210528-140017
Julian Hanna," On the 25th of may captured in a nine minute and 29 second video led to protests that were not only nationwide but in the US, but worldwide.",20210528-140017
Julian Hanna," In June, as you can see here several blocks blocks of seattle's Capitol Hill were declared an autonomous zone by protesters who issued a manifesto, with more than 30 demands black lives matter drafted a new list of seven demands, including defend the police.",20210528-140017
Julian Hanna," And then, at the same time citizen video.",20210528-140017
Julian Hanna, had been vastly improving over the past couple of years and people were getting to know how to use technology and how to act in front of the camera and at the same time we're all becoming more critical.,20210528-140017
Julian Hanna," As viewers and as a result, some of the best manifestos in this, we could see this last summer are kind of viral videos often spontaneously composed and shot in the thick of the action.",20210528-140017
Julian Hanna," Not dimension on time appearing on tick tock so countless videos of speeches from protesters and community leaders appeared online during the summer of 2020, and this is plainly a new form of making manifest it Sarah Ahmed rights in the Labor of making manifest we make a manifesto.",20210528-140017
Julian Hanna," Of course, the foil for these protests videos is the police brutality video, one of which ignited some of the biggest protests in US history.",20210528-140017
Julian Hanna, Of course darnell fraser's video of George floyd's murder in minneapolis frazier her video literally made manifest and kind of bore witness and bore brought facts to light.,20210528-140017
Julian Hanna, It contradicted the official police statement that was issued after floyd steph and led to the eventual trial and conviction of Derek shogun where it was used as a key piece of evidence.,20210528-140017
Julian Hanna, i'm.,20210528-140017
Julian Hanna, going to skip that.,20210528-140017
Julian Hanna, The long running reality TV program That was the US presidential election reached its finale in November shifting into autumn.,20210528-140017
Julian Hanna," More than ever, this sort of manifesto ease became the norm on social media platforms, with everyone trading slogans and kind of.",20210528-140017
Julian Hanna," Attacking each other new platforms like parlor and gab and rumble popped up that would become even more popular as prominent figures on the right were banned from mainstream platforms, particularly on the right.",20210528-140017
Julian Hanna," Among academics and students and digital workers of all kinds, meanwhile, a very tangible zoom fatigue, which you may be familiar with began to sit in.",20210528-140017
Julian Hanna," This is artist and educator Michelle cast presents video empty empty video chat manifesto, which declares we refuse to fake human presence.",20210528-140017
Julian Hanna," She makes a passionate plea for non visual communication, this is obviously just a bit of it, she says he hears my voice listen it's full of unquantifiable information, it is human soft real so no no video today or tomorrow you'll remember what I looked like when we meet again.",20210528-140017
Julian Hanna," Winter brought a new wave of the pandemic across Europe and the US and elsewhere, and there was a general sense of upheaval and near collapse, both in terms of pandemic and protest.",20210528-140017
Julian Hanna," The letter could be seen in the January six invasion by trump supporters, that the US Capitol a stark reminder that manifestos are not by any means necessarily progressive and neither is the counterculture.",20210528-140017
Julian Hanna," i'm just to wrap up with spring 2021 almost halfway through 2021 it's hard to argue that everything is fine, so the question is maybe, how can manifest us help.",20210528-140017
Julian Hanna, What I hope to see going forward is more collaboration more experimentation fewer boilerplate manifestos after marks and Marin ID.,20210528-140017
Julian Hanna," And thinking about and shaping the future and forming communities, these are some of the manifestos great strengths and sometimes they all come together, so you have the future vision, the practical social artistic application and the Community forming and getting behind a manifesto.",20210528-140017
Julian Hanna," And so that's more or less, if I may just really quickly it's not directly directly related to the pandemic but.",20210528-140017
Julian Hanna," Of course, there were many other kinds of manifestos that kept popping up during the year that weren't related to the pandemic, where the protests and a striking example.",20210528-140017
Julian Hanna," Just kind of in formal or technical terms of what's possible is Rosa maintenance she did the glitch studies manifesto from about a decade ago, and her latest manifesto, which was published in a book in 2020 at the start of the pandemic.",20210528-140017
Julian Hanna, She has this manifesto this IRB manifesto that's critical of institutional failures and it takes the form of these five apparently inscrutable panels that require D encrypting to read and each panel depicts the different tenants of the manifesto.,20210528-140017
Julian Hanna, And in the book containing the manifesto it ends.,20210528-140017
Julian Hanna," with a quote from Dr Horowitz the cyborg manifesto, which I think is still a key influence for the current generation of cyber feminists so.",20210528-140017
Julian Hanna," I just wanted to put that out there it's an interesting example and there's more and paper, of course, thank you very much hope, I didn't go too much over.",20210528-140017
Anne Karhio," Thank you very much, Julian it's that's great and we are still on schedule and we're still also a schedule of having one more presentation in this panel, I think there was a slight mix up with with the schedule.",20210528-140017
Anne Karhio," But since everybody that has been keeping to their time fairly well that's that's not going to cause a problem, so we have another presentation to look forward to which is by Karen and Donna key and the Simeon Simeon Otto.",20210528-140017
Anne Karhio, And I believe our presenters are are here on.,20210528-140017
Anne Karhio, The.,20210528-140017
None,stage is yours.,20210528-140017
Andy, Thank you very much and yeah and to the other presenters and the audience and we appreciate.,20210528-140017
Andy, squeezing us in I hope I wonder whether we should just simply move along with this without a presentation of the screen.,20210528-140017
Andy," We were presenting some research that we have probably been conducting now for about a year year and a half, starting with.",20210528-140017
Andy," Some research that we were doing for that Barcelona agency, I wonder whether we're still under an nda phenomena I don't know anyway.",20210528-140017
Andy," So into social media, so one of the questions that we started to ask ourselves was with this kind of forced experiment in in online existence that was 2020.",20210528-140017
Andy, We we were wondering.,20210528-140017
Andy, about these spaces that were once occupied by individuals and artists and and practitioners.,20210528-140017
Andy, In electronic literature.,20210528-140017
Andy, Becoming eclipsed by social media platforms and we started to think a little bit about what happens.,20210528-140017
Andy," Inside those spaces, when an artist or a writer begins to work in those spaces so we've we started working on the APP is not the territory.",20210528-140017
Andy, and,20210528-140017
Andy," writing to the edge of platform ISM so the research itself is a typical for us, we we generally we generally make things first and then we post the arise so we're.",20210528-140017
Andy," You know we're we're sort of writing this research, we started off with the idea of 1000 platforms, so we talked a little bit about platform ISM and we try and establish.",20210528-140017
Andy," Some arguments around platform ISM as an ideology, but we wanted to look at platform ISM as an ideology, because it seems to have.",20210528-140017
Andy, As Andy was saying it's eclipsed the use of the World Wide Web it has taken the audience away obviously well repositioned as as all of the examples we've seen today.,20210528-140017
Andy," In this panel have shown us obviously thriving even in these spaces and we're not denying that at all what we're saying, though, is that perhaps in the rush to occupy and to work within these spaces, there may be.",20210528-140017
Andy," There may not have been enough time to reflect on what the audiences and challenges of platform ISM are like what are we doing inside platform isn't, how is it changing the artist and the and the creative practitioner, so we wanted to establish that platform ISM.",20210528-140017
Andy, platform is we call it platform ISM and we believe very strongly that it is an ideology obviously this is reflecting what echoing.,20210528-140017
Andy," work by loving and Wendy churn and this suggestion has been made, that this is, we are in an ideology when we're in these applications on our smartphones because.",20210528-140017
Andy, There is a certain control ahead Gemini of the structure and of the formal spaces and of the template and there's no no control over the over the writing spaces and the communication spaces by the user and so.,20210528-140017
Andy," And at the same time, we are perceiving our world in a different way, if we are performing or creating within social media with our life activity.",20210528-140017
Andy," So, in the end the platform or the system of platforms through the device and the APP and the other uses controls our perception, it is logical in its form.",20210528-140017
Andy," It controls, our actions or It encouraged us to act in particular ways and, and these are all the signs that point to platform ISM being an ideology, if you frame it in this way, so we.",20210528-140017
Andy," So i'm skipping that page, then we will.",20210528-140017
Andy, say so.,20210528-140017
Andy, So all right so we're talking about we're talking about.,20210528-140017
Andy," An ideology and list let's take that as a premise what we're starting to really think about at this point, and I think a good example of this is a scene from friends the TV series in which.",20210528-140017
Andy," All the characters visit London, and this would be very quick So if you can indulge this example Chandler and and joey exit from the hotel in London and joy is you probably know, the same it's quite well known, but if you don't.",20210528-140017
Andy," joy is disoriented and needs to find himself in the in the territory, he opens up a map and he says, I know i'm going to have to get into the map, he lays the map on the ground and he steps into this map, I hope you can see, this little.",20210528-140017
Andy, The screen that i'm.,20210528-140017
Andy, That we're talking on top of here.,20210528-140017
Andy, And this was a really interesting thing for us it's this Mary poppins moment sort of jumping into kind of drawings on the ground and entering into a new reality we see Joe instead kind of.,20210528-140017
Andy, bodily moving into the the the the map itself and we started thinking okay well there's something in this here.,20210528-140017
Andy," So we talked about, we talked about platforms as literally being like the etymology plateaus you know they are raised up from.",20210528-140017
Andy," Everything else that is the ground or is the flow, or is the Internet or whatever else, and this started, of course, with with the page rank system, you know where webs.",20210528-140017
Andy," web sites have to be seen, so there was the idea of a search engine that would rank or page rank from from brand and page and brands page rank is is basically the the original.",20210528-140017
Andy," That edge, if you like, that later becomes the edge rank that we find in a lot of these platforms so we're drawing a conclusion at this point that the that the platform, the edge of this platform.",20210528-140017
Andy," This edge less edge in a way, is defined by the user and but defined by the multiple users as well, because the the social media application is only as strong as the number of followers as.",20210528-140017
Andy," You know, as was mentioned before, the idea of Gavin parlor and all of these.",20210528-140017
Andy, These Apps they have their followers again subscribing to the ideology of platform ISM but that communal edge is the is determined by the algorithm.,20210528-140017
Andy," Of affinity and weight and decay, so the number of people that you have around you at any given time and the weight, which is the importance of your post, the idea that it is original content or it's.",20210528-140017
Andy," You know it's better than a just a repost are alike, and then the decay that it's it's how it's like losing visibility, over time, so the idea, this will encourage users to keep posting so there's a continuous stream.",20210528-140017
Andy, Of these activities together are forming you know the edge of your own profile this edge rank for yourself as a user and collectively within the platform.,20210528-140017
Andy," But then the edge of that platform, if it is your own activity and you're living that and proceed it, it keeps pushing beyond it's it's as.",20210528-140017
Andy," You know, and he just said, is it is an edge list edge, so I talked a little bit about Darren Darren here which Karen doesn't want me to mention.",20210528-140017
Andy," But let's say that i'm leaning on derrida's notion of aporia so this border beyond which we can't pass, so this so so the platform represents in a way.",20210528-140017
Andy, a map of outdoor territory in which we step into because we feel we sense an existential threat like joey we move into it.,20210528-140017
Andy, And it's and and moving towards that edge is impossible it's an aporia it's and Angeles edge because it represents.,20210528-140017
Andy, A kind of cynic Tokyo kind of representation of ourselves so i'll read otherwise we'll never in this character so users upload that live content social media reconstructing that world they take on a digital persona and step into the map social media provides the APP.,20210528-140017
Andy," profiles sorry social media profiles or the APP replace the territory, and there are users who find comfort in the template driven.",20210528-140017
Andy," surface of the plateau like joey and others who are uncomfortable and resist the urge like Chandler no end on chandler's words when joey steps into the map chandler's kind of horrified by this, and he looks on and says, if you see a little version of me in there, kill it.",20210528-140017
Andy," Matters what a place to invest, well, I think the conclusion, though it yeah definitely about platform ISM but the conclusion that we draw it in the paper that unfortunately we didn't upload in time.",20210528-140017
Andy, Is that what what writing can occur when you're writing with the awareness of the processes of the edge that will allow your work to be seen in a in a particular way and it creates your audience for you.,20210528-140017
Andy, it's not it's not a democratizing space in any in any way your audience is filtered by this edge rank.,20210528-140017
Andy," So what writing can occur when you write with the awareness of the processes of the edge, knowing that the that the activity.",20210528-140017
Andy," Is the data you're transacting, this is the exchange that you sign off on on the terms of service, when you become a user and you enact the platform ISM and then, knowing that you have zero space to reprogram your communication spaces so that's I guess the question is, how can we write.",20210528-140017
Andy, In against.,20210528-140017
Andy, The platform yeah.,20210528-140017
Andy," That was it, I think we we thought five minutes wasn't very much we just thought would add live.",20210528-140017
Andy, Thank you.,20210528-140017
Anne Karhio, Thank you Karen Thank you and I actually think.,20210528-140017
Anne Karhio, It was the perfect concluding presentation for the panel.,20210528-140017
Anne Karhio, Because I feel there is there is.,20210528-140017
Anne Karhio," there's the home opposition or balance to be a phone between platform is an online platforms and mobile platform as enabling and as tools for resistance to marginalization and democracy, and so on.",20210528-140017
Anne Karhio," Which is a valid approach, but equally valid is the question of who controls platform platforms, who controls their design who decides what we see who sees our.",20210528-140017
Anne Karhio," Products of our creative work and here's our voice, so I think that tension is something that might be interesting.",20210528-140017
Anne Karhio," To discuss as well, a little bit from the point of view of all of the.",20210528-140017
Anne Karhio, presentations or or in the context of all of the topics covered here.,20210528-140017
Anne Karhio," So if people have questions or comments, please add a plus or Q on to the chat window and I will.",20210528-140017
Anne Karhio, distribute.,20210528-140017
Anne Karhio," slot sport for questions here, I think there is one already here from carlotta.",20210528-140017
Anne Karhio, Is Carlos oh here.,20210528-140017
Carlota Salvador Megias," I am, but I I didn't have a question.",20210528-140017
Anne Karhio," Okay, there was.",20210528-140017
Anne Karhio," It okay that was another comment, then i'm.",20210528-140017
Anne Karhio, Okay there's.,20210528-140017
Anne Karhio," Two questions waiting so we'll start with search, perhaps, and then i'll give you so I happen to see certain question first and then we'll move on to a knife that's okay.",20210528-140017
Serge BOUCHARDON, read my question in the chat or.,20210528-140017
Serge BOUCHARDON, I can hear you.,20210528-140017
Serge BOUCHARDON, got to Christian for two questions for us to see.,20210528-140017
Serge BOUCHARDON," There is a French natural just for service now nurture and she defines empathy in a fiction, as the and we say it in French, because I know you can speak French Medusa obviously depending on the persona dependencies from one.",20210528-140017
Serge BOUCHARDON," So, for her an interactive now it again as ballerina love would be more based on identification than an empathy.",20210528-140017
Serge BOUCHARDON," So, would you agree with that this is my first question and I got the second question.",20210528-140017
Serge BOUCHARDON," I think it's interesting to notice that the inspiration of Bernie my love originally on time on the move, in France.",20210528-140017
Serge BOUCHARDON," was a real what's up thread published by a limo the newspaper, but the website reminder site.",20210528-140017
Serge BOUCHARDON, It was called the diary of an immigrant and then it was transformed in a in a fiction for smartphone Mr Fisher.,20210528-140017
Serge BOUCHARDON, And bury me my love place on the notifications by a fictional character sent to the reader and.,20210528-140017
Serge BOUCHARDON," To this, you know this frontier blurred between the fictional time and your readers real time, so do you think that.",20210528-140017
Serge BOUCHARDON, The smartphone device.,20210528-140017
Serge BOUCHARDON, reinforces.,20210528-140017
Serge BOUCHARDON, accelerates the blurring of the fiction gaseous reality frontier distinction.,20210528-140017
susiecronin," yeah Thank you so much, so those are two really great questions and to address the first question this idea of empathy as a hindered or block desire to help the character, I think that's really pertinent to bury me my love and, for me, and there is a point which also makes me think of.",20210528-140017
susiecronin," Some years presentation in which the female writers referred to catharsis and emancipation because there's a point and bury me my love, in which nor admits that she is tired of the abuse that she's been suffering and this.",20210528-140017
susiecronin," is something really jarring to both the user and imagine, because the way in which she depict her experience is always extremely jokey.",20210528-140017
